Date,Segment,Metric,Budget_Value,Forecast_Value,Variance,Variance_Pct
2027-09-30 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2027-09-30 00:00:00.000000000,Near Prime Medium,GrossImpairment,-421129.6257657665,,,
2027-09-30 00:00:00.000000000,Near Prime Medium,NetImpairment,-421129.6257657665,,,
2027-09-30 00:00:00.000000000,Near Prime Medium,Revenue,974747.6066617555,,,
2027-09-30 00:00:00.000000000,Near Prime Small,ClosingGBV,18241453.15242704,,,
2027-09-30 00:00:00.000000000,Near Prime Small,ClosingNBV,12862383.3408179,,,
2027-09-30 00:00:00.000000000,Near Prime Small,Collections,700330.9355156033,,,
2027-09-30 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2027-09-30 00:00:00.000000000,Near Prime Small,GrossImpairment,-162005.29352429538,,,
2027-09-30 00:00:00.000000000,Near Prime Small,NetImpairment,-162005.29352429538,,,
2027-09-30 00:00:00.000000000,Near Prime Small,Revenue,239852.9595783999,,,
2027-09-30 00:00:00.000000000,Non Prime,ClosingGBV,44863422.41420462,,,
2027-09-30 00:00:00.000000000,Non Prime,ClosingNBV,22603992.724679634,,,
2027-09-30 00:00:00.000000000,Non Prime,Collections,2811350.0293779043,,,
2027-09-30 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2027-09-30 00:00:00.000000000,Non Prime,GrossImpairment,-398232.50308622577,,,
2027-09-30 00:00:00.000000000,Non Prime,NetImpairment,-398232.50308622577,,,
2027-09-30 00:00:00.000000000,Non Prime,Revenue,781691.611607414,,,
2027-09-30 00:00:00.000000000,Prime,ClosingGBV,856182.639128206,,,
2027-09-30 00:00:00.000000000,Prime,ClosingNBV,559533.566474809,,,
2027-09-30 00:00:00.000000000,Prime,Collections,59842.25407453354,,,
2027-09-30 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2027-09-30 00:00:00.000000000,Prime,GrossImpairment,-45.961264321553244,,,
2027-09-30 00:00:00.000000000,Prime,NetImpairment,-45.961264321553244,,,
2027-09-30 00:00:00.000000000,Prime,Revenue,9536.283000077183,,,
2027-09-30 00:00:00.000000000,Total,ClosingGBV,131662523.78937224,,,
2027-09-30 00:00:00.000000000,Total,ClosingNBV,85101868.47229236,,,
2027-09-30 00:00:00.000000000,Total,Collections,5717645.418188192,,,
2027-09-30 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2027-09-30 00:00:00.000000000,Total,GrossImpairment,-981413.3836406092,,,
2027-09-30 00:00:00.000000000,Total,NetImpairment,-981413.3836406092,,,
2027-09-30 00:00:00.000000000,Total,Revenue,2005828.4608476465,,,
2027-10-31 00:00:00.000000000,Near Prime Medium,ClosingGBV,67233481.7274224,,,
2027-10-31 00:00:00.000000000,Near Prime Medium,ClosingNBV,47308684.64476493,,,
2027-10-31 00:00:00.000000000,Near Prime Medium,Collections,2084793.0669929835,,,
2027-10-31 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2027-10-31 00:00:00.000000000,Near Prime Medium,GrossImpairment,-562154.6666723805,,,
2027-10-31 00:00:00.000000000,Near Prime Medium,NetImpairment,-562154.6666723805,,,
2027-10-31 00:00:00.000000000,Near Prime Medium,Revenue,986041.755760798,,,
2027-10-31 00:00:00.000000000,Near Prime Small,ClosingGBV,17991225.32598431,,,
2027-10-31 00:00:00.000000000,Near Prime Small,ClosingNBV,12194529.482178207,,,
2027-10-31 00:00:00.000000000,Near Prime Small,Collections,658321.8725693139,,,
2027-10-31 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2027-10-31 00:00:00.000000000,Near Prime Small,GrossImpairment,-9984.237675592361,,,
2027-10-31 00:00:00.000000000,Near Prime Small,NetImpairment,-9984.237675592361,,,
2027-10-31 00:00:00.000000000,Near Prime Small,Revenue,238415.29621846514,,,
2027-10-31 00:00:00.000000000,Non Prime,ClosingGBV,44262953.345816,,,
2027-10-31 00:00:00.000000000,Non Prime,ClosingNBV,21665536.051108748,,,
2027-10-31 00:00:00.000000000,Non Prime,Collections,2684158.530412525,,,
2027-10-31 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2027-10-31 00:00:00.000000000,Non Prime,GrossImpairment,-365917.5852323058,,,
2027-10-31 00:00:00.000000000,Non Prime,NetImpairment,-365917.5852323058,,,
2027-10-31 00:00:00.000000000,Non Prime,Revenue,775078.4819384769,,,
2027-10-31 00:00:00.000000000,Prime,ClosingGBV,825659.6187231351,,,
2027-10-31 00:00:00.000000000,Prime,ClosingNBV,534327.1735967892,,,
2027-10-31 00:00:00.000000000,Prime,Collections,56366.72831781859,,,
2027-10-31 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2027-10-31 00:00:00.000000000,Prime,GrossImpairment,-42.78133583204486,,,
2027-10-31 00:00:00.000000000,Prime,NetImpairment,-42.78133583204486,,,
2027-10-31 00:00:00.000000000,Prime,Revenue,9379.976812768136,,,
2027-10-31 00:00:00.000000000,Total,ClosingGBV,130313320.01794586,,,
2027-10-31 00:00:00.000000000,Total,ClosingNBV,81703077.35164867,,,
2027-10-31 00:00:00.000000000,Total,Collections,5483640.198292641,,,
2027-10-31 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2027-10-31 00:00:00.000000000,Total,GrossImpairment,-938099.2709161108,,,
2027-10-31 00:00:00.000000000,Total,NetImpairment,-938099.2709161108,,,
2027-10-31 00:00:00.000000000,Total,Revenue,2008915.510730508,,,
2027-11-30 00:00:00.000000000,Near Prime Medium,ClosingGBV,66158933.46752275,,,
2027-11-30 00:00:00.000000000,Near Prime Medium,ClosingNBV,46268564.27804094,,,
2027-11-30 00:00:00.000000000,Near Prime Medium,Collections,2025382.8052332986,,,
2027-11-30 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2027-11-30 00:00:00.000000000,Near Prime Medium,GrossImpairment,-539655.3021056709,,,
2027-11-30 00:00:00.000000000,Near Prime Medium,NetImpairment,-539655.3021056709,,,
2027-11-30 00:00:00.000000000,Near Prime Medium,Revenue,934049.4145756402,,,
2027-11-30 00:00:00.000000000,Near Prime Small,ClosingGBV,17627526.40862215,,,
2027-11-30 00:00:00.000000000,Near Prime Small,ClosingNBV,11854290.670980787,,,
2027-11-30 00:00:00.000000000,Near Prime Small,Collections,618694.1310810244,,,
2027-11-30 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2027-11-30 00:00:00.000000000,Near Prime Small,GrossImpairment,-10626.664624330078,,,
2027-11-30 00:00:00.000000000,Near Prime Small,NetImpairment,-10626.664624330078,,,
2027-11-30 00:00:00.000000000,Near Prime Small,Revenue,220117.84483221552,,,
2027-11-30 00:00:00.000000000,Non Prime,ClosingGBV,43174504.18297165,,,
2027-11-30 00:00:00.000000000,Non Prime,ClosingNBV,20633938.783336625,,,
2027-11-30 00:00:00.000000000,Non Prime,Collections,2564583.2939750277,,,
2027-11-30 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2027-11-30 00:00:00.000000000,Non Prime,GrossImpairment,-344254.201538136,,,
2027-11-30 00:00:00.000000000,Non Prime,NetImpairment,-344254.201538136,,,
2027-11-30 00:00:00.000000000,Non Prime,Revenue,668294.6622827869,,,
2027-11-30 00:00:00.000000000,Prime,ClosingGBV,781317.420281499,,,
2027-11-30 00:00:00.000000000,Prime,ClosingNBV,498026.7466941016,,,
2027-11-30 00:00:00.000000000,Prime,Collections,53102.36336155036,,,
2027-11-30 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2027-11-30 00:00:00.000000000,Prime,GrossImpairment,-35.915585686936375,,,
2027-11-30 00:00:00.000000000,Prime,NetImpairment,-35.915585686936375,,,
2027-11-30 00:00:00.000000000,Prime,Revenue,8640.1626607377,,,
2027-11-30 00:00:00.000000000,Total,ClosingGBV,127742281.47939804,,,
2027-11-30 00:00:00.000000000,Total,ClosingNBV,79254820.47905245,,,
2027-11-30 00:00:00.000000000,Total,Collections,5261762.593650902,,,
2027-11-30 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2027-11-30 00:00:00.000000000,Total,GrossImpairment,-894572.0838538238,,,
2027-11-30 00:00:00.000000000,Total,NetImpairment,-894572.0838538238,,,
2027-11-30 00:00:00.000000000,Total,Revenue,1831102.0843513806,,,
2027-12-31 00:00:00.000000000,Near Prime Medium,ClosingGBV,64531771.00783011,,,
2027-12-31 00:00:00.000000000,Near Prime Medium,ClosingNBV,45024866.448384404,,,
2027-12-31 00:00:00.000000000,Near Prime Medium,Collections,1967822.1510211641,,,
2027-12-31 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2027-12-31 00:00:00.000000000,Near Prime Medium,GrossImpairment,-415874.2472840521,,,
2027-12-31 00:00:00.000000000,Near Prime Medium,NetImpairment,-415874.2472840521,,,
2027-12-31 00:00:00.000000000,Near Prime Medium,Revenue,945150.6158551994,,,
2027-12-31 00:00:00.000000000,Near Prime Small,ClosingGBV,17173193.0058562,,,
2027-12-31 00:00:00.000000000,Near Prime Small,ClosingNBV,11680036.837063879,,,
2027-12-31 00:00:00.000000000,Near Prime Small,Collections,581307.3763309447,,,
2027-12-31 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2027-12-31 00:00:00.000000000,Near Prime Small,GrossImpairment,-131891.15907600155,,,
2027-12-31 00:00:00.000000000,Near Prime Small,NetImpairment,-131891.15907600155,,,
2027-12-31 00:00:00.000000000,Near Prime Small,Revenue,219120.8044491221,,,
2027-12-31 00:00:00.000000000,Non Prime,ClosingGBV,41686834.65500104,,,
2027-12-31 00:00:00.000000000,Non Prime,ClosingNBV,18663794.439524494,,,
2027-12-31 00:00:00.000000000,Non Prime,Collections,2452181.949967957,,,
2027-12-31 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2027-12-31 00:00:00.000000000,Non Prime,GrossImpairment,-358048.0366640546,,,
2027-12-31 00:00:00.000000000,Non Prime,NetImpairment,-358048.0366640546,,,
2027-12-31 00:00:00.000000000,Non Prime,Revenue,660411.9949530516,,,
2027-12-31 00:00:00.000000000,Prime,ClosingGBV,725723.2300007376,,,
2027-12-31 00:00:00.000000000,Prime,ClosingNBV,452613.4701008728,,,
2027-12-31 00:00:00.000000000,Prime,Collections,50035.64733694621,,,
2027-12-31 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2027-12-31 00:00:00.000000000,Prime,GrossImpairment,-39.78667592517315,,,
2027-12-31 00:00:00.000000000,Prime,NetImpairment,-39.78667592517315,,,
2027-12-31 00:00:00.000000000,Prime,Revenue,8497.961166962144,,,
2027-12-31 00:00:00.000000000,Total,ClosingGBV,124117521.89868808,,,
2027-12-31 00:00:00.000000000,Total,ClosingNBV,75821311.19507366,,,
2027-12-31 00:00:00.000000000,Total,Collections,5051347.124657012,,,
2027-12-31 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2027-12-31 00:00:00.000000000,Total,GrossImpairment,-905853.2297000333,,,
2027-12-31 00:00:00.000000000,Total,NetImpairment,-905853.2297000333,,,
2027-12-31 00:00:00.000000000,Total,Revenue,1833181.376424335,,,
2028-01-31 00:00:00.000000000,Near Prime Medium,ClosingGBV,64909767.83918364,,,
2028-01-31 00:00:00.000000000,Near Prime Medium,ClosingNBV,44143165.81454821,,,
2028-01-31 00:00:00.000000000,Near Prime Medium,Collections,2103385.1195544004,,,
2028-01-31 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2028-01-31 00:00:00.000000000,Near Prime Medium,GrossImpairment,-620281.4517482482,,,
2028-01-31 00:00:00.000000000,Near Prime Medium,NetImpairment,-620281.4517482482,,,
2028-01-31 00:00:00.000000000,Near Prime Medium,Revenue,904713.8341319225,,,
2028-01-31 00:00:00.000000000,Near Prime Small,ClosingGBV,17868258.19493196,,,
2028-01-31 00:00:00.000000000,Near Prime Small,ClosingNBV,11901358.000408005,,,
2028-01-31 00:00:00.000000000,Near Prime Small,Collections,660834.1238775931,,,
2028-01-31 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2028-01-31 00:00:00.000000000,Near Prime Small,GrossImpairment,-40065.23526900269,,,
2028-01-31 00:00:00.000000000,Near Prime Small,NetImpairment,-40065.23526900269,,,
2028-01-31 00:00:00.000000000,Near Prime Small,Revenue,210244.4981118749,,,
2028-01-31 00:00:00.000000000,Non Prime,ClosingGBV,41259945.08351809,,,
2028-01-31 00:00:00.000000000,Non Prime,ClosingNBV,17951786.78922033,,,
2028-01-31 00:00:00.000000000,Non Prime,Collections,2346539.4590864773,,,
2028-01-31 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2028-01-31 00:00:00.000000000,Non Prime,GrossImpairment,-490557.92312117247,,,
2028-01-31 00:00:00.000000000,Non Prime,NetImpairment,-490557.92312117247,,,
2028-01-31 00:00:00.000000000,Non Prime,Revenue,635853.2664476492,,,
2028-01-31 00:00:00.000000000,Prime,ClosingGBV,700402.1885744772,,,
2028-01-31 00:00:00.000000000,Prime,ClosingNBV,431693.29284384556,,,
2028-01-31 00:00:00.000000000,Prime,Collections,47154.00269361539,,,
2028-01-31 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2028-01-31 00:00:00.000000000,Prime,GrossImpairment,-34.472509837700606,,,
2028-01-31 00:00:00.000000000,Prime,NetImpairment,-34.472509837700606,,,
2028-01-31 00:00:00.000000000,Prime,Revenue,8088.569288809447,,,
2028-01-31 00:00:00.000000000,Total,ClosingGBV,124738373.30620818,,,
2028-01-31 00:00:00.000000000,Total,ClosingNBV,74428003.8970204,,,
2028-01-31 00:00:00.000000000,Total,Collections,5157912.705212086,,,
2028-01-31 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2028-01-31 00:00:00.000000000,Total,GrossImpairment,-1150939.082648261,,,
2028-01-31 00:00:00.000000000,Total,NetImpairment,-1150939.082648261,,,
2028-01-31 00:00:00.000000000,Total,Revenue,1758900.1679802563,,,
2028-02-29 00:00:00.000000000,Near Prime Medium,ClosingGBV,63753555.21617823,,,
2028-02-29 00:00:00.000000000,Near Prime Medium,ClosingNBV,43030387.967319,,,
2028-02-29 00:00:00.000000000,Near Prime Medium,Collections,2049327.089891558,,,
2028-02-29 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2028-02-29 00:00:00.000000000,Near Prime Medium,GrossImpairment,-503542.0367085199,,,
2028-02-29 00:00:00.000000000,Near Prime Medium,NetImpairment,-503542.0367085199,,,
2028-02-29 00:00:00.000000000,Near Prime Medium,Revenue,826924.0213964728,,,
2028-02-29 00:00:00.000000000,Near Prime Small,ClosingGBV,17469556.191385247,,,
2028-02-29 00:00:00.000000000,Near Prime Small,ClosingNBV,11529700.246937433,,,
2028-02-29 00:00:00.000000000,Near Prime Small,Collections,627542.1228015186,,,
2028-02-29 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2028-02-29 00:00:00.000000000,Near Prime Small,GrossImpairment,-17858.327415679203,,,
2028-02-29 00:00:00.000000000,Near Prime Small,NetImpairment,-17858.327415679203,,,
2028-02-29 00:00:00.000000000,Near Prime Small,Revenue,186797.52856339325,,,
2028-02-29 00:00:00.000000000,Non Prime,ClosingGBV,40419534.29674151,,,
2028-02-29 00:00:00.000000000,Non Prime,ClosingNBV,17153445.095257662,,,
2028-02-29 00:00:00.000000000,Non Prime,Collections,2247266.3863947242,,,
2028-02-29 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2028-02-29 00:00:00.000000000,Non Prime,GrossImpairment,-363000.99025594874,,,
2028-02-29 00:00:00.000000000,Non Prime,NetImpairment,-363000.99025594874,,,
2028-02-29 00:00:00.000000000,Non Prime,Revenue,512847.36178129376,,,
2028-02-29 00:00:00.000000000,Prime,ClosingGBV,663510.7955180185,,,
2028-02-29 00:00:00.000000000,Prime,ClosingNBV,401495.56729719945,,,
2028-02-29 00:00:00.000000000,Prime,Collections,44445.714532399856,,,
2028-02-29 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2028-02-29 00:00:00.000000000,Prime,GrossImpairment,-25.337727106631288,,,
2028-02-29 00:00:00.000000000,Prime,NetImpairment,-25.337727106631288,,,
2028-02-29 00:00:00.000000000,Prime,Revenue,7202.476366102904,,,
2028-02-29 00:00:00.000000000,Total,ClosingGBV,122306156.49982302,,,
2028-02-29 00:00:00.000000000,Total,ClosingNBV,72115028.8768113,,,
2028-02-29 00:00:00.000000000,Total,Collections,4968581.3136202,,,
2028-02-29 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2028-02-29 00:00:00.000000000,Total,GrossImpairment,-884426.6921072545,,,
2028-02-29 00:00:00.000000000,Total,NetImpairment,-884426.6921072545,,,
2028-02-29 00:00:00.000000000,Total,Revenue,1533771.3881072628,,,
2028-03-31 00:00:00.000000000,Near Prime Medium,ClosingGBV,62091004.43567091,,,
2028-03-31 00:00:00.000000000,Near Prime Medium,ClosingNBV,41784433.699457824,,,
2028-03-31 00:00:00.000000000,Near Prime Medium,Collections,1996927.3917152227,,,
2028-03-31 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2028-03-31 00:00:00.000000000,Near Prime Medium,GrossImpairment,-351345.64984583366,,,
2028-03-31 00:00:00.000000000,Near Prime Medium,NetImpairment,-351345.64984583366,,,
2028-03-31 00:00:00.000000000,Near Prime Medium,Revenue,867107.6925773189,,,
2028-03-31 00:00:00.000000000,Near Prime Small,ClosingGBV,16995878.864928573,,,
2028-03-31 00:00:00.000000000,Near Prime Small,ClosingNBV,11354612.476769896,,,
2028-03-31 00:00:00.000000000,Near Prime Small,Collections,596119.4716916917,,,
2028-03-31 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2028-03-31 00:00:00.000000000,Near Prime Small,GrossImpairment,-163910.56595091964,,,
2028-03-31 00:00:00.000000000,Near Prime Small,NetImpairment,-163910.56595091964,,,
2028-03-31 00:00:00.000000000,Near Prime Small,Revenue,193894.76444328387,,,
2028-03-31 00:00:00.000000000,Non Prime,ClosingGBV,39245081.85377166,,,
2028-03-31 00:00:00.000000000,Non Prime,ClosingNBV,15572908.302249024,,,
2028-03-31 00:00:00.000000000,Non Prime,Collections,2153997.2814593296,,,
2028-03-31 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2028-03-31 00:00:00.000000000,Non Prime,GrossImpairment,-296221.33391314204,,,
2028-03-31 00:00:00.000000000,Non Prime,NetImpairment,-296221.33391314204,,,
2028-03-31 00:00:00.000000000,Non Prime,Revenue,577116.8828065671,,,
2028-03-31 00:00:00.000000000,Prime,ClosingGBV,617188.3954816335,,,
2028-03-31 00:00:00.000000000,Prime,ClosingNBV,363670.27747329744,,,
2028-03-31 00:00:00.000000000,Prime,Collections,41899.86512812161,,,
2028-03-31 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2028-03-31 00:00:00.000000000,Prime,GrossImpairment,-23.93854097138059,,,
2028-03-31 00:00:00.000000000,Prime,NetImpairment,-23.93854097138059,,,
2028-03-31 00:00:00.000000000,Prime,Revenue,7329.056337167271,,,
2028-03-31 00:00:00.000000000,Total,ClosingGBV,118949153.54985277,,,
2028-03-31 00:00:00.000000000,Total,ClosingNBV,69075624.75595005,,,
2028-03-31 00:00:00.000000000,Total,Collections,4788944.009994365,,,
2028-03-31 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2028-03-31 00:00:00.000000000,Total,GrossImpairment,-811501.4882508668,,,
2028-03-31 00:00:00.000000000,Total,NetImpairment,-811501.4882508668,,,
2028-03-31 00:00:00.000000000,Total,Revenue,1645448.3961643372,,,
2028-04-30 00:00:00.000000000,Near Prime Medium,ClosingGBV,61542648.71374875,,,
2028-04-30 00:00:00.000000000,Near Prime Medium,ClosingNBV,40138631.81504707,,,
2028-04-30 00:00:00.000000000,Near Prime Medium,Collections,1946127.3942690962,,,
2028-04-30 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2028-04-30 00:00:00.000000000,Near Prime Medium,GrossImpairment,-460212.1107533798,,,
2028-04-30 00:00:00.000000000,Near Prime Medium,NetImpairment,-460212.1107533798,,,
2028-04-30 00:00:00.000000000,Near Prime Medium,Revenue,820890.4148549421,,,
2028-04-30 00:00:00.000000000,Near Prime Small,ClosingGBV,16741156.752405973,,,
2028-04-30 00:00:00.000000000,Near Prime Small,ClosingNBV,10733760.435967062,,,
2028-04-30 00:00:00.000000000,Near Prime Small,Collections,566977.0778617032,,,
2028-04-30 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2028-04-30 00:00:00.000000000,Near Prime Small,GrossImpairment,-58100.886948292,,,
2028-04-30 00:00:00.000000000,Near Prime Small,NetImpairment,-58100.886948292,,,
2028-04-30 00:00:00.000000000,Near Prime Small,Revenue,179346.08972835346,,,
2028-04-30 00:00:00.000000000,Non Prime,ClosingGBV,38938368.14999179,,,
2028-04-30 00:00:00.000000000,Non Prime,ClosingNBV,15024116.284739196,,,
2028-04-30 00:00:00.000000000,Non Prime,Collections,2066651.2302285524,,,
2028-04-30 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2028-04-30 00:00:00.000000000,Non Prime,GrossImpairment,-278215.0552974065,,,
2028-04-30 00:00:00.000000000,Non Prime,NetImpairment,-278215.0552974065,,,
2028-04-30 00:00:00.000000000,Non Prime,Revenue,505790.93857089337,,,
2028-04-30 00:00:00.000000000,Prime,ClosingGBV,596141.8596833652,,,
2028-04-30 00:00:00.000000000,Prime,ClosingNBV,346284.61424191896,,,
2028-04-30 00:00:00.000000000,Prime,Collections,39506.27404225881,,,
2028-04-30 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2028-04-30 00:00:00.000000000,Prime,GrossImpairment,-18.485410256215257,,,
2028-04-30 00:00:00.000000000,Prime,NetImpairment,-18.485410256215257,,,
2028-04-30 00:00:00.000000000,Prime,Revenue,6752.277714072686,,,
2028-04-30 00:00:00.000000000,Total,ClosingGBV,117818315.47582987,,,
2028-04-30 00:00:00.000000000,Total,ClosingNBV,66242793.149995245,,,
2028-04-30 00:00:00.000000000,Total,Collections,4619261.976401611,,,
2028-04-30 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2028-04-30 00:00:00.000000000,Total,GrossImpairment,-796546.5384093345,,,
2028-04-30 00:00:00.000000000,Total,NetImpairment,-796546.5384093345,,,
2028-04-30 00:00:00.000000000,Total,Revenue,1512779.7208682615,,,
2028-05-31 00:00:00.000000000,Near Prime Medium,ClosingGBV,60485792.100113034,,,
2028-05-31 00:00:00.000000000,Near Prime Medium,ClosingNBV,39119254.1753996,,,
2028-05-31 00:00:00.000000000,Near Prime Medium,Collections,1896870.8482492685,,,
2028-05-31 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2028-05-31 00:00:00.000000000,Near Prime Medium,GrossImpairment,-467335.99781988596,,,
2028-05-31 00:00:00.000000000,Near Prime Medium,NetImpairment,-467335.99781988596,,,
2028-05-31 00:00:00.000000000,Near Prime Medium,Revenue,831530.7633138946,,,
2028-05-31 00:00:00.000000000,Near Prime Small,ClosingGBV,16407961.252476128,,,
2028-05-31 00:00:00.000000000,Near Prime Small,ClosingNBV,10421608.871133208,,,
2028-05-31 00:00:00.000000000,Near Prime Small,Collections,539860.1949293998,,,
2028-05-31 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2028-05-31 00:00:00.000000000,Near Prime Small,GrossImpairment,-31520.60987928284,,,
2028-05-31 00:00:00.000000000,Near Prime Small,NetImpairment,-31520.60987928284,,,
2028-05-31 00:00:00.000000000,Near Prime Small,Revenue,179243.8437391848,,,
2028-05-31 00:00:00.000000000,Non Prime,ClosingGBV,38290670.88846382,,,
2028-05-31 00:00:00.000000000,Non Prime,ClosingNBV,14406563.804769142,,,
2028-05-31 00:00:00.000000000,Non Prime,Collections,1984384.1983629083,,,
2028-05-31 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2028-05-31 00:00:00.000000000,Non Prime,GrossImpairment,-245991.66136389645,,,
2028-05-31 00:00:00.000000000,Non Prime,NetImpairment,-245991.66136389645,,,
2028-05-31 00:00:00.000000000,Non Prime,Revenue,525677.1854001966,,,
2028-05-31 00:00:00.000000000,Prime,ClosingGBV,565404.720616737,,,
2028-05-31 00:00:00.000000000,Prime,ClosingNBV,321118.5080435247,,,
2028-05-31 00:00:00.000000000,Prime,Collections,37255.44328977969,,,
2028-05-31 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2028-05-31 00:00:00.000000000,Prime,GrossImpairment,-17.637675513058543,,,
2028-05-31 00:00:00.000000000,Prime,NetImpairment,-17.637675513058543,,,
2028-05-31 00:00:00.000000000,Prime,Revenue,6643.312797294223,,,
2028-05-31 00:00:00.000000000,Total,ClosingGBV,115749828.96166973,,,
2028-05-31 00:00:00.000000000,Total,ClosingNBV,64268545.35934548,,,
2028-05-31 00:00:00.000000000,Total,Collections,4458370.684831357,,,
2028-05-31 00:00:00.000000000,Total,DebtSaleGain,0.0,,,
2028-05-31 00:00:00.000000000,Total,GrossImpairment,-744865.9067385783,,,
2028-05-31 00:00:00.000000000,Total,NetImpairment,-744865.9067385783,,,
2028-05-31 00:00:00.000000000,Total,Revenue,1543095.1052505702,,,
2028-06-30 00:00:00.000000000,Near Prime Medium,ClosingGBV,58964479.84198154,,,
2028-06-30 00:00:00.000000000,Near Prime Medium,ClosingNBV,37731651.7496695,,,
2028-06-30 00:00:00.000000000,Near Prime Medium,Collections,1849103.7811606475,,,
2028-06-30 00:00:00.000000000,Near Prime Medium,DebtSaleGain,0.0,,,
2028-06-30 00:00:00.000000000,Near Prime Medium,GrossImpairment,-354251.4385244989,,,
2028-06-30 00:00:00.000000000,Near Prime Medium,NetImpairment,-354251.4385244989,,,
2028-06-30 00:00:00.000000000,Near Prime Medium,Revenue,787399.293591588,,,
2028-06-30 00:00:00.000000000,Near Prime Small,ClosingGBV,16012783.407365141,,,
2028-06-30 00:00:00.000000000,Near Prime Small,ClosingNBV,10265798.205672523,,,
2028-06-30 00:00:00.000000000,Near Prime Small,Collections,513292.1703216473,,,
2028-06-30 00:00:00.000000000,Near Prime Small,DebtSaleGain,0.0,,,
2028-06-30 00:00:00.000000000,Near Prime Small,GrossImpairment,-128050.17603433644,,,
2028-06-30 00:00:00.000000000,Near Prime Small,NetImpairment,-128050.17603433644,,,
2028-06-30 00:00:00.000000000,Near Prime Small,Revenue,165913.26139454506,,,
2028-06-30 00:00:00.000000000,Non Prime,ClosingGBV,37359677.26846152,,,
2028-06-30 00:00:00.000000000,Non Prime,ClosingNBV,12884904.949560236,,,
2028-06-30 00:00:00.000000000,Non Prime,Collections,1907153.999518064,,,
2028-06-30 00:00:00.000000000,Non Prime,DebtSaleGain,0.0,,,
2028-06-30 00:00:00.000000000,Non Prime,GrossImpairment,-216842.6011611679,,,
2028-06-30 00:00:00.000000000,Non Prime,NetImpairment,-216842.6011611679,,,
2028-06-30 00:00:00.000000000,Non Prime,Revenue,458997.29139774386,,,
2028-06-30 00:00:00.000000000,Prime,ClosingGBV,526761.5471765633,,,
2028-06-30 00:00:00.000000000,Prime,ClosingNBV,289548.0615826339,,,
2028-06-30 00:00:00.000000000,Prime,Collections,35138.50708111729,,,
2028-06-30 00:00:00.000000000,Prime,DebtSaleGain,0.0,,,
2028-06-30 00:00:00.000000000,Prime,GrossImpairment,-20.939517073113333,,,
2028-06-30 00:00:00.000000000,Prime,NetImpairment,-20.939517073113333,,,
2028-06-30 00:00:00.000000000,Prime,Revenue,6122.099546350377,,,
2028-06-30 00:00:00.000000000,Total,ClosingGBV,112863702.06498477,,,
2028-06-30 00:00:00.000000000,Total,ClosingNBV,61171902.96648489,,,
